Username,Text
@pinkgangsta6157,"salah satu peran pemerintah dalam menghadapi generasi muda adalah mematikan kreativitas dan kesempatan kerja industri kreatif para lokal artis commis, 3D designer, pelukis, digital designer dll dengan gencar mempromosikan produk AI.  Menggambar melukis itu untuk mengekspresikan diri, mengeluarkan perasaan, emosi dari dalam diri. Tanpa ragu-ragu mewarnai, menggoreskan kuas, menjadi diri sendiri yang bebas. Karena kalau ragu-ragu itu tidak lagi menjadi karya yang sempurna, karena ada perasaan yang tertahan, takut salah, bingung, dll. Seperti menari dan menyanyi juga. Seni harus ada dalam kehidupan ini untuk menjaga diri kita agar tetap waras.  Sedangkan AI akan menghilangkan proses panjang itu semua. Menghilangkan proses memahami diri sendiri, menyusun pesan, menyampaikan perasaan, mengekspresikan diri. Ada proses gagal, salah, diperbaiki, mencari referensi, berpikir, memilih, menentukan mana yang lebih baik, sampai menentukan udah sampai disini sudah cukup hasilnya bagus dan merasa bangga.  AI generated image itu secara etika sangat melukai human artist & menghalangi manusia menjadi manusia.  Dalam seni dan dalam hidup ini yang paling penting adalah   itulah esensi kehidupan, dari kita lahir hingga mati, tidak instan, bukan karbitan. tidak ada jalan pintas. semua dijalani satu persatu. perlahan."
@Iloverainnnn,enak yah punya ordal.
@WandererLost-k4e,"terima kasih mas Gibran, kehadiran anda memanasi tekad saya untuk meraih pendidikan lebih tinggi biar bisa ngata2in lebih kritis dan masuk akal"
@tranhxindinh,"Pantas bersyukur punya wapres yg menguasai teknologi canggih, fasih berbicara dlm berbagai bhs dan disegani reputasinya oleh pemimpin dunia…    Dia yang tak terlupakan BJ Habibie"
@Wawa70-x6n,"Contoh anak muda yang berhasil mendapatkan jabatan tanpa perjuangan dan prestasi, tanpa pendidikan yang mumpuni, memang hebat karena akan tercatat dalam sejarah Indonesia sepanjang masa.apa pantas dijadikan contoh oleh generasi muda Indonesia kedepan?"
@mbelzz840,MANTEP UDAH JUTAAN YG NONTON
@EvaTresnawati-oe2xm,Terima kasih mas waspres karna menyediakan kolom komentar untuk kami meluapkan esmosi udah gedek banget kitaaa
@wendytauruss,"Halo AI, tolong analisa video diatas. AI : Video ini tampaknya ingin terlihat dalam dan filosofis, tapi malah tenggelam dalam retorika kosong. Visual dramatis dan musik intens terasa seperti upaya menutupi minimnya substansi. Tidak ada argumen logis, data, atau kerangka teori—hanya opini yang dikemas estetik. Cocok untuk yang suka gaya, tapi sayangnya miskin isi. Ilusi kedalaman, bukan kedalaman itu sendiri."
@manataka1819,"Semakin scroll kolom komentar kebawah MAKIN KEREN AJAH, salut sama kalian, kalian pengamat yang cerdas, salut dengan team editor muda totalitas memoles doi, semoga doi bisa berkaca dan coba merenung pencapaian apa kalau tdk ada bapak....sehingga merubah judul ini menjadi GENERASI MUDAH,BONUS DARI KELUARGA, MASABODO INDONESIA."
@kunk8789,Masih teringat makan jagung bakar
@diptabaswara8689,"""Pemerintah tidak akan dapat melakukan pembangunan sendirian. Pemerintah tidak akan dapat bekerja sendirian dalam mewujudkan kemajuan negeri yang kita cintai"" one question, emangnya pemerintah mau dengerin warganya? Diberi masukan sama warganya aja, warganya disiramin air, dihajar habis habisan, dan dikasih gas air mata. Yang kritik diterror, giliran lapor ke pemerintah terkait terrornya reaksinya malah bercanda yang kelewat batas. Kalau mau kaya narasi yang disampaikan, sekarang pemerintah tinggal pilih aja, mau terus ngikutin dan dengerin gengnya aja yang kemungkinan besar penuh keserakahan atau lihat realitas yang ada dan maju kedepan."
,Disini gk ada buzzer guys wkwkwkw kasihan
@987mviews,"Padat, berbobot, faktual, full daging  Terbaik emang videonya Ferry Irwandi"
@paranoia7584,Bonus demografi katanya peluang emas. Untung kita sudah punya contoh nyata: generasi muda yang langsung dikasih jabatan tanpa perlu repot-repot berjuang.
@GiwahChannel,"Pilpres belum setahun berlalu, daya ingat netizen masih fresh, proses pencalonan Gibran, jadi apapun yg dikatakan Gibran mengenai anak muda pasti anak muda akan geleng2.  Mengenai AI aku suka hasil Dr. Rismon dan Roy Suryo"
@KrisLegendGaming,Daya Rusaknya sangat dahsyat. Mdh2an cepat pulih ini negri.
@ekaprasetya755,"Aing nyerah. Sejauh aing scroll kebawah, gak nemu satupun komen positif."
@ezzz999,Sudah yappingnya?
@MariatiSerui,berjuang sendiri cari pekerjaan sendiri tanpa bantuan orang tua ... bangga nya diri ku mendapatkan pekerjaan tanpa bantuan orang tua dan tidak membayar orang dalam Alhamdulillah berkah.. untuk ank2 muda jangan meniru hal yg salah d melanggar
@mikoanjasmoro,Bonus demografi: Kerjaan dicarikan orang tua
@andriaffandi4583,"Harus banyak belajar dengan Beliau, gimana caranya bisa punya rasa ga tau malu kaya gini"
@ardiryozho5557,Angka yang ngelike kok tiba2 banyak ckckckck
@royalrich2802,"Oh, ini dia nih, Pak Wapres kita yang 'lahir dari keberuntungan' ..berani kasih wejangan soal bonus demografi pas doorstop?.  Padahal, beliau kan jadi wapres contoh nyata 'perjuangan' anak muda jalur VIP, bukan lewat keringat... inspiratif sekali buat kita yang nggak punya bapak 'level dewa' .  Ini pasti tulus demi masa depan bangsa, bukan cuma buat 'pemanasan' jelang pilpres!"
@Veaaalmi14,"Kalau di tik tok video ini pasti banya pujian dan sanjungan .tp jangan harap kau akan dapatkan dari netizen pengguna you tube,karena banyak yg waras disini."
@buddyarchuleta4833,tampil untuk dipuja × tampil untuk dihujat✓
@DevisriWahyuni-m1k,Inilah kualitas wapres pilihan usman
@gusbeka7547,Benar-benar lulusan Luar Negeri yang diidolakan Anak-anak Muda semua.... Terimakasih Doktor Anies Baswedan
@TMlightworker-1111,"Puji syukur kehadirat Tuhan yang maha esa, aku ga ikutan milih doi waktu pemilu, jadi ga merasa bersalah sama bangsa ini. Terima kasih Tuhan masih memberikan aku pemikiran yang lebih jernih"
@gebaskaras,"suka bgt liat mas Gibran, begonya natural"
@BhogelSaybani,Hebat anak muda ini.meobrak-obrik dunia perpolitikan.salut syasampe mantan jedral ketar-ketir
@trisnomuhamad7855,"Selama bapak kalian punya kuasa, paman kalian punya jabatan, masa depan emas pasti kalian dapatkan. Itu!!!"
@Jeffdkidchannel,Gibran ga sadar para kreator animasi menentang adanya AI
@tessakotzen3952,Bapakmu hebat dalam mendidikmu menjadi sosok yang tidak tau malu
@arbipramata7909,Editor berkelas
,(Berkata kata kasar tapi sambil senyum)
@noninjd,"Mata emang gk bisa bohong ya, kelihatan sekali lagi baca teks dan isi video kebanyakan seputar informasi tanpa ada Solusi, solusi kongkrit yang bisa langsung dieksekusi dalam jangka waktu dekat. Bonus demografi jika tidak bisa dimanfaatkan dgn tepat dapat menjadi malapetaka buat negeri. PR pemerintah nih dalam hal ini, harus dimulai dari sekarang dengan pemerataan pendidikan & pelatihan yg berkualitas di seluruh Indonesia, pembukaan lapangan pekerjaan sebesar-besarnya. Jika mendukung animasi dalam negeri mulai galakan ekonomi kreatif lebih giat lagi agar tercipta lapangan pekerjaan bagi para animator dan meminimalisir pengunaan AI dalam desain (terutama desain yang terhubung dengan pemerintahan) dan masih banyak lagi yang harus dilakukan pemerintahan agar bonus demografi tidak berdampak buruk bagi negara ini."
@mabwise7354,"argumentasi yang dijelaskan sangat bagus gaperlu fafufafu ataupun omon omon, langsung ke intinya dan sangat mudah dimengerti. mantap dan sukses selalu pak rocky gerung"
@elenalynn5701,Tumben gg bahas Kebun binatang lagi
@imhngryvrh,"Said gibran ""Era kompetisi saat ini bukan siapa yang paling kuat, tetapi siapa yang paling cepat beradaptasi"".   Said realita ""Di era kompetisi ini bukan siapa yang paling kuat, tetapi siapa yang paling cepat dirangkul oleh orang orang dalam untuk menyelamatkan karir dan hidup anda"""
@yogiliau1998,Salah satu prestasi saya: Mampu nonton video ini sampai selesai.  Bentar lagi mau self reward. Minum yang manis-manis. Soalnya habis mual.
@sarares7188,"“pemerintah tidak dapat bekerja sendirian”, tapi giliran seneng2, ga mau ajak rakyatnya"
@sjw6441,Widih like sama view nya naik le
@RRSHORTS-g7i,Disini asik komennya Buzernya dikit Kalau di Instagram ternaknya rame..
@mikeT696,"Sebuah motivasi dan inspirasi hidup.. Hidup ini bukan tentang siapa diri Anda , tetapi yang PALING PENTING SIAPA BAPAK ANDA..."
@steverubio6072,Ini membuktikan 2 hal: 1. Memimpin membutuhkan skill yang minimal cukuplah. 2. Memilih pemimpin juga membutuhkan skill yang cukup.
@__-wt8qk,"Next bikin video komentar kenapa 103 jendral, 73 laksamana, 66 marsekal, 91 kolonel purnawirawan minta lo turun jd wapres yaaa mas gibran"
@affifnafsi,"Pak Wapres, bicara langsung ke mahasiswa dan rakyat²....pasti ada interaksi....kalo begini bagaimana mau ada interaksi??? Komen aja tidak ditanggapi... Tanya jawab langsung kan lebih mengena... Kalo cari subscriber ya tinggal beli bisa pak..."
@RipperDipper-b1v,"Saya setelah nonton full video ini & mendengar dengan sepenuh hati seluruh perkataannya, saya merasa menjadi tambah cerdas dan brilian bagaikan AI, seperti sehabis mengkonsumsi MBG 58 porsi & dilengkapi minuman Asam Sulfat yg penuh nutrisi. Terima kasih agan Fufufafa"
@HpInfinix-lt6qu,"Begitu berat ujian bangsa ini hrs menerima wapres sprt ini..semoga bangsa ini diberi ketabahan dan kekuatan.dari Sabang sampe Merauke..ibarat kata membeli kucing dlm karung...dan kucing itu ngeang ngeong TDK tentu arah,bahkan TDK ngerti maksud dan arti apa yg SDH  kluar dari mulutnya ."
@mugglewong,"Kangen era fufufafa, lebih natural"
@Makhfud18,Anda tanpa bapak hanyalah mas mas biasa
@annisafitri9183,Stop bringing jumbo to your own agenda! THEY NEVER USE AI. THOSE ARE ANIMATORS WHO WORKING HARD IN 5 YEARS!
@hafizhzakiirsyad9233,"Kampanye Pilpres pakai AI, Kampanye MBG pakai AI, Tau2 mau pansos boomingnya film animasi Jumbo karya anak bangsa yang tidak pakai AI, WTF !!!!"
@ajengamalia351,"Kayaknya dia ga pernah baca komen di semua akunnya ya, makanya sampe sekarang masih gak tau malu  ini bener2 definisi dari ""dihina tak tumbang"""
@cukilvu,"betul pa wapres ,apa mungkin jg bnyk pabrik tekstil di indonesia bangkrut ternyata pada beralih ke cina yg sudah menerap kan dark factory yg mayoritas pengerjaan nya menggunakan AI selama 24 jam nontsop"
@desypuspita4058,Tata cara nonton video Mas Gibran : 1. Buka videonya 2. Dislike 3. Pause 4. Baca komennya  Selamat mencoba
@diter55,"guys stop komen fakta, gw capek ngelike nya"
@FebryPaw,"Dihina tdk tumbang , dipuji tdk pantas baaaang ..."
@QalbFarhan-c8z,"Wapresku tercinta, optimis Indonesia makin maju dibawah beliau. Bismillah 2034 RI 01"
@wildanhasim2163,"Luar biasa dedikasinya untuk bangsa ini, semangat juang yang tak kenal menyerah dan khazanah keilmuan yang tiada duanya. Ilmu kelas dunia yang diraih dari kuliah luar negeri bisa diaplikasikan dengan sangat mengagumkan. Terima kasih Eyang BJ Habibie"
@redhair9504,Akhirnya Pak Ma'ruf Amien yg jarang terdengar kiprahnya selama menjabat terlihat jauh lebih berkualitas dibanding si anak yang dicarikan kerja sama bapaknya ini.
@W.SetiawanBarito,"anda tidak mencontohkan seperti yg anda bicarakan... anda bukan pekerja keras...anda bukan pekerja keras, anda memulai dari atas...semua sudah di siapkan..pekerjaan sudah di siapkan, modal sudah di siapkan...jabatan sudah di siapkan....usaha anda banyak yg bangkrut...coba bagaimana anda meyakinkan anak muda generasi muda...sedangkan anda tidak pernah susah dan bukan seorang petarung tanggunh."
@Cukom_adventure,Wapres keren wapres hebat  Bismillah wakil direktur misalkan
@mprimayudhistira3689,"“Fake likes” yang sedemikian masif menggambarkan betapa yg diperdulikan adalah “citranya” bukan keresahan mengapa masyarakat sampai mendislike video beliau.  Entah siapa yg membiayai, Karena jika ditanya, negara akan berkilah dan bilang “itu adalah suara rakyat.”  Bagaimana bisa isi kolom komentar dipenuhi dengan hujatan, tapi video tersebut di sukai sedemikian banyak hanya dalam waktu singkat?  Mereka pikir kita bego?"
@evanurulamalia,Indonesia tidak hanya sepak bola saja bapak. Banyak sekali sektor-sektor lain yang lebih penting untuk dimajukan. Generasi emas dimulai dari pendidikan yang unggul dan baik. Juga dimulai dari pemerintahan yang beradab dan amanah.
@RudiBorneoOfficial,Kebanyakan yang kesini cuma hujat.. tapi emang mau ngarepin apa lagi ya dari video ini
@slumpgod4512,"Buat sekelas wapres pake bot like, gimana mau ngajarin jujur menjijikan"
@xyzyxyz,Indonesia butuh banyak orang jujur dan beradab. Bukan yg menghalalkan semua cara untuk ambisi diri.
@Onta3gypt,"Mas, fyi anda adalah contoh matinya meristokrasi di negara kita.  Hobi komentarin semua pencapaian dan keberhasilan orang lain dan mengkreditnya seolah-olah itu semua terjadi karena jasa anda"
@oncemore5627,Gua yakin dia nggak paham 90% dari apa yg dia omongkan
@AIDENYTH,Gada pertanyaan ?...Ok selanjutnya yang mau presentasi
@unpamti,"Jika Anda merasa tidak berguna dan hanya beban, lihatlah wapres ini, niscaya Anda akan merasa jauh lebih baik."
@duisatryaw4531,bonus dari bapak  bonus mengacak-acak MK
@kr_ds,"Alhamdulillah, terimakasih Bj Habibie"
@efulsaeful723,"Gw sih sebenernya lebih kasian ke Mas Gibran, mungkin dilain tempat dia bisa lebih baik. Lebih berkembang daripada dipaksakan buat posisi yang sebenernya dia belom paham2 banget, mungkin didunia digital, dunia bisnis kuliner atau potensi2 lain yang beliau bisa."
,wallahi we are finished
@ravizakaria8774,Video nya sudah sesuai ekspektasi saya kpd Gibran   Nol Gagasan
@Cintasenjasenja,"Dalam Sujud Terakhir ku setiap Sholat 5 waktu atau sholat Tahajjud aku selalu berdoa dan doa ku selalu ku ulang2, ya Alloh Wapres  Tolong di ganti ya Alloh"
@marshallpanda,Awokawok like nembus 120k cik
@arianagrandee10,the power of bapakkk manusia sekosong ini bisa jadi wapres
@zulthyr1852,"Terima kasih Mas Gibran, sudah bisa menginspirasi teman saya yang sudah lumpuh 10 tahun untuk berdiri dan berjalan lagi hanya untuk mengepause dan mendislike video ini."
@aisali6630,Satu keluarga sudah  bertahun2 merasakan kenyamanan  cuma rakyat yg dapat kesengsaraan
@bocilindonesia,"Mas gibran, negara harusnya hadir bukan hanya motivasi, biar motivasi tugasnya motivator. Ayo mas buat program2 nyata seperti memasukan kurikulum AI disekolah2, meningkatkan literasi membaca setiap kecamatan disiapkan taman membaca, dan setiap inovasi didanai untuk mampu bersaing dikancah internasional. Kita telah melewati era mobil listrik, dimana pemuda kita yg jauh2 dari jepang untuk mengembangkan mobil listrik, dicampakan begitu saja, akhirnya sekelas vietnam malah membangun pabrik ditanah kita. Kita gak kekurangan orang2 pintar, tapi negara harus hadir memfasilitasi, tidak hanya motivasi."
@MuhRaihaan,"Cocok buat orang yang engga bisa tidur, boleh di coba nonton ini, dijamin ngantuk"
@muhammadalamin8303,"AI memang bukan ancaman, karena Pak Joko adalah ancaman yg sebenarnya!"
@zuhudassyafamuhammad7360,"Ke kampus pak, bahas bahaya hatespeech akun kaskus Fufufafa terhadapa etika bermedia sosial"
@AFSCHAI,"Pak wapres bisa ga aturan maximal usia lamaran kerja di revisi, cari kerja susah masa ada batas maximal usia..."
@rizkysnp19,dateng - pause video (biar ga brisik) - baca komen : itu saya
@gusbeka7547,Benar2 cerdas dan patut jadi contoh terbaik bagi generasi muda  Terimakasih Bapak Prof Dr BJ Habibie
@bangcultonoptik5793,Luar biasa paman MK Anwar Usman  & pak'e jokowi Terima kasih telah meloloskan keponakan & pewaris tahta. Meski hrs mengubah UU demi memuluskan jalannya menjadi wapres termuda dalam sejarah RI.  Kami menunggu kapan pengadilan dunia/akhirat itu akan tiba?
@richhornie7000,"Dislike-nya aja nol, pasti video ini sangat dicintai segenap lapisan masyarakat dan netizen di seluruh Indonesia"
@vocabot-p,"kmaren bilang yg ga ikut pake AI kemunduran, kok skrg bawa2 Jumbo?  ga bisa pak, ga bisa. anda saja tidak mendukung industri kreatif dengan statement yg mendorong penggunaan generative AI yang dalam dunia kreatif sangat tidak etis."
@JPL_RED,"Terima kasih mas Gibran sudah membuat video yang sangat menghibur di kolom komentar, Semangat terus  membuat video kocak!!!!"
@sekilasperubahaniklim,"Mas Wapres, tolong jangan ditutup ya channelnya. Aku suka deh lihat komen-komennya"
@BungHars,"Semoga pilpres 2029 banyak calon presiden pilihan rakyat, prediksi yang akan maju calon presiden 2029 antara lain: Anies, Egi Sujana, Faisal Asagaf, rizal fadilah,said didu, Amien rais, Rocky gerung, roy panci, hasto,rismon Sianipar, dr.Tifa, refli Harun, fery amsari, ikrar nusa bakti, ray rangkuti, conie, sutiyoso dan fachrul razi. (mimpi  nih ye)"
@lyliach_,Lorem ipsumnya ga dibaca dek?
@bocahangon7459,setuju dg petisi para purnawirawan untuk memakzulkan anak haram konstitusi.. Siapa lagi yg setuju?
@Shinsusenjuu,"Sekali-kali lihat kamera mas, jangan baca terus"
@Xiaou_miu,"Halah bilang bangga sama film animasi lokal ""jumbo"". Padahal waktu animator lokal Indonesia berjuang pemerintah malah pakai AI, Pemerintah kemana ajaa? Giliran udah sukses sok""an bangga, giliran waktu berjuang pemerintah malah ILANG."
@yehudaelaby,Beli like bjir
@juneisme30,"Disaat animasi lokal paling keren sekarang ini yaitu jumbo sukses untuk langkah awal, Pemerintah? ""numpang dulu nih"" padahal gak tahu menahu, iklan aja pakai ai. Itu... Mereka animator buat pakai tangan, otak dan isi hati"
@haritsadityo4467,Gaya ngomongnya positif banget Mas Gibran ini.   Positif narkoba
@MajeliskopiTV,Maju terus mas wapres
@Griyotjoekoer,Salah satu anak muda Indonesia yg tahan malu
@nad7282,u didnt just put jumbo and AI in the same frame lmao
@ipanmaulana1284,"Sebagai anak muda yang tumbuh di tengah semangat ""bonus demografi,"" saya kecewa. Kita punya begitu banyak SDM kreatif, pekerja seni, animator, hingga pembuat film yang berdedikasi—salah satunya film Jumbo, hasil karya anak bangsa yang dikerjakan selama hampir lima tahun dan kini menembus panggung internasional.  Namun ironisnya, saat momen penting seperti ucapan Lebaran dari Wakil Presiden malah dibuat oleh AI. Ini bukan sekadar soal teknologi, ini tentang pesan—dan pesan itu jadi hambar ketika disampaikan tanpa sentuhan manusia Indonesia sendiri. Lebih mengecewakan lagi, ketika justru karya anak bangsa malah “diklaim” seolah menjadi bagian dari pencapaian pihak tertentu yang selama ini tak terlihat nyata mendukungnya.  Kalau betul kita menyambut era AI, mestinya kita bisa menempatkan AI sebagai alat, bukan pengganti kreativitas rakyat. Apalagi di negara dengan potensi luar biasa seperti ini.  Ini bukan tentang menolak teknologi, ini tentang keberpihakan. Apakah pemimpin kita berpihak pada kemudahan digital, atau pada darah dan taluk rakyatnya sendiri?"
@KusMiah-r3o,Yg setuju gibran mundur LIKE ! Mas mending sampeyam pikirkan rakyat yg susah cari kerja .
@farm_ro,Dislike Lo 20k Like cuma 2k modal buzzer  Wapres sampah
@ank30-v5b,"Kebiasaan jdi benalu, pas ada momen film animasi yg lgi hype langsung riding the wave wkwkwk pdhl dia aja dukung penggunaan AI di dunia kreatif. Kocak lu gib"
@zainmuhammad9156,komentar disini semakin menunjukkan bahwa orang Indonesia jujur-jujur
@Iwan_ariff,"Sportif dong Fufufafa, . Jangan hide dislike nya ..!!"
@dzakwanrizky,"saran aja sih mundur aja dari jabatan wakil presiden, karena sudah merusak konstitusi negara"
@dimasjaka,"Nonton ini di kamar mandi, alhamdulillah BAB lancar"
@essoviuszero,"Baru kali ini liat wapres dikatain banyak orang, setelah liat komentar di sini"
@MildaMustamin,Udah yappingnya?
@TiffJoy710,"Selama ini saya percaya ""jgn pandang siapa yg bicara, tapi apa yg dia bicarakan."" Ternyata saya salah, kdang kita perlu melihat ""siapa yg bicara"""
@RamadhanFerdian,"DATANG, BINGUNG, PULANG"
@edwardhana1222,Kesini cuma mau unlike ada?
@novemsupriadi5481,Sedih sekali uang pajak kita untuk beli like
@ardznight,Langkah² dalam menonton video ini : - pause video - dislike videonya - buka komentar - like komentar. Terakhir videonya direport
@biintangkurniawan,"Jir, like nya tiba² ngelonjak naik, Papah sewain bot dongggg"
@ariefirawan4548,"Kerjaan bapak cuma datang kunjungan ke acara peresmian/pameran celingak celinguk muter muter bentar, ga ada kata sambutan, trus pulang, amazing wkwkwkwk"
@Velaveli09,"Mas Wapres, anda ini perwakilan anak muda...tinggalkanlah gaya2 komunikasi orang tua kita, biar itu jd bagian pak Pres aja...seharusnya video yg anda take itu yg bisa menjelaskan langkah2 riil pemerintah to the point, berdasarkan fakta, dan menarik...seperti anak muda sekarang ini. Di video ini sama skl tdk ada penjelasan solusi mengenai penyediaan lapangan kerja, seperti buat video demi memperbanyak konten dan click bait saja. Do you home work lah!"
@ar-rashiid_stone,"Diajak diskusi ke kampus kampus gak berani, giliran bikin video mah gercep, ups lupa liat skrip sih ya"
@whocare2285,BUAT YANG KEPO AMA DISLIKE NYA. SAAT INI DI ANGKA 45RIBU DISLIKE. TERIMA KASIH
@alexander5559,"Mas Gibran, kalo bisa membaca, dibaca ya comment rakyatmu ini. Kalo kebanyakan menghujat, berarti Mas ga berguna dan ga dibutuhkan."
@sjw6441,"Keren ya statmenya kena banget ""kita adalah petarung"" eh yang omong ngandelin bapak sama paman ckckckck"
@petepatuanpatuan5078,"Di hina tidak tumbang, di puji tidak pantas"
@indrapramudityadamami3795,"Yg paling disesalkan adalah, kenapa orang ini confident bgt dengan nol kemampuan di atas rata rata"
@tlempos6765,Videonya gak penting tapi seneng baca komennya
@MuhammadHadyRianto,"Ingat guys, beberapa rupiah pajak kita dipake buat beli likes di video ini"
@Naidayo,"beliau ini ngomongin animasi di Indonesia, padahal sendirinya sama sekali gak ada dukungan buat animator Indonesia dan memilih pakai AI, giliran animator Indonesia sukses dengan animasinya tanpa AI, beliau ini baru memuji hasilnya, minimal jangan cari muka atas kesuksesan akan sesuatu, malu maluin asli    sama tambahan lagi, semua yang diomongin beliau ini bullshit, Indonesia emas itu nggak akan terjadi, kenapa? pikir aja sendiri, kan harusnya orang pemerintahan pinter2 ya, nggak mungkin dong ijazah nya palsu :D"
@lutfisetiabudi83,"Pak wapres , lgsg saja seminar dikampus atau didepan para pengusaha, tdk semua suka liat konten soalnya"
@bogam6279,Artificial Intelligence sangat dibutuhkan untuk orang dengan trait Natural Stupidity. Ini contohnya
@byan6512,Pajak kalian tuh dibeliin like buat yotube
@itsmeghulam,baru kali ini lebih excited liat iklan di YT ketimbang kontennya
@ryanpebriansyah1068,buka YouTube - cari channel Gibran - buka video terbaru - video baru 3 detik langsung PAUSE - lanjut baca komen.    siapa yang begini?
@andrepantoiyo9917,Yang datang kesini cuman buat : 1. Dislike 2. Jedain videonya 3. Sambil Baca komen
@arjunasinurat3514,"AI itu enggak akan menggantikan manusia, jadi AI itu bukan ancaman! Manusia yang tidak menggunakan AI, akan dikalahkan oleh manusia yang menggunakan AI.  catat!  jdi klo mo kreatif pake AI. tarik kesimpulan aja, capek kali mikir² lain."
@fachrulmuchyidin7448,"Kebenaran akan mencari jalannya sendiri & Kebohongan tidak akan bisa ditutupi selamanya..., Kelihatan sekali klo baca teks & bukan kemampuan dari dalam sang monolog..., Sangat menyedihkan buat seluruh rakyat indonesia dg kapasitas pemimpinnya yg seperti ini..."
@aboyaulia1907,"Siapapun adminnya tolong kasih tau bosmu suruh bacain isi komentar vidio ini, karena kami yakin doi gak lagi sibuk sibuk banget, banyak waktu luang buat baca isi komentar sambil rebahan. Terimakasih admin"
@Pepen60,"31 ribu DISLIKE, YUK BISA  YUK TEMBUSIN 100 RB DISILKE, SEBELUM ""GTA 6 RILIS"""
@HariSoe-i2e,Tolong Om Roy Suryo cek juga ijazah nya ni
@TheKid-o1b,"Jadi inget kata-kata Tong Samcong, ""Isi adalah kosong, kosong adalah Samsul"""
@febrimarta8955,"Jujur, gw liat VT di tiktok trus penasaran, pas liat aslinya di detik ke 3 gw pause, trus lihat komentar komentarnya. Ini baru hiburan"
@iqbal_m,"Ingfo 19 juta lapangan kerja nya dong, gw udah usia 25 (udah kadaluarsa kayanya). Barangkali para pendukungnya mau nyariin buat kita², karena gw yakin yg seumuran dgn saya masi banyak yg belom bekerja dengan layak"
@alexanderrudolf8918,"Bang tutorial usaha bangkrut tapi tetep kaya kek gmna bang,,,nnya ke ai, ai nya error"
@MrYanuar97,Datang cuma buat klik dislike doang angkat tangan
@Riski123-j2y,DATANG KE KAMPUS FORUM KEBANGSAAN GITULOO.. SEJAUH MANA KECERDASAAN DN WAWASAN TENTANG BANGSA INI...
@ItzOwnerZero,"Ngomongin Industri Animasi Anak Bangsa karena film 'Jumbo' laris rame padahal dirinya kampanye pake AI dan ngucapin Idul Fitri pake AI dengan nyomot dari film 'Dune'  Kok jadi orang udh FOMO, Karbit, dan gatau malu pula"
@colipgaming,Like nya tumben bnyk wkwkw
@izazimulyaputra387,"⅗ bagian video di awal..muter2 ngasi tau adanya bonus demografi yg perlu dimanfaatkan  ⅕ slanjutnya..ngasi contoh generasi muda yg berprestasi  ⅕ terakhir penyemangat..  Kirain akan ada gagasan/trobosan yg akan diusulkan ke generasi muda..ternyata cuma ""mbangunin"" aja bahwa kita bisa. Itu mah udh pada sadar + Generasi muda mah g takut dengan tantangan. Whether generasi muda yg modalnya otak tanpa skill ato sbaliknya, atau ada 22nya. Yg generasi muda takutkan itu ""kepala"" yg ""kosong"".."
@sherlyanatasya4675,"Nonton ferry irwandi berasa seperti sedang diberikan kuliah umum oleh dosen, tapi ketika nonton video ini berasa seperti melihat anak smp sedang presentasi  mohon maaf bapak wapres prihal kejujuran ini"
@biaghifari,"Edan taktik fufufafa, suntik like jadi 92rb"
@MPH-CHANNEL,Gila buzzernya
@buhayakelua1259,Mending ngelike cuitan fufufafa lebih lucu daripada konten ini
@fisabilakbar,Coba dong pak wapres mampir ke kampus kita untuk diskusi mengenai bonus demografi yg akan kita tuju itu Biar kita bisa saling bercakap cakap perihal itu
@jojo8axis,buzzer-buzzernya pun tidak sanggup menutupi banyak komenan negatifnya
@BlackCat-h3o,Isinyaa pada hate sama sarkas semuaa njirr  Pak wakil lu ternyataa bisa nyatuin kitaa
@KangMinhee-ki8pw,"UKT naik, Pak. Banyak anak terancam tidak bisa kuliah. Kesempatan seperti apa yang sedang bapak bicarakan sekarang jika proses dalam meraih pendidikan berkualitas sekarang dipersulit?"
@bintangtang1155,Org seperti ini jgn sampe di pilih pd pilpres 2029... ingat jgn sampai kita pilih org seperti ini pd pilpres 2029.
@abbottbangedh,"Siapa di sini yg pencet , trus bacain komen sambil nge-mute videonya?"
@akhdanjiyad8029,"Untuk kalian yang males liat ini video 6 menit.intinya cuman : ""Negara kita punya bonus demografi jadi ayo kerja lebih buat pemerintah""  + bumbu2 karbit animasi, claim sana sini."
@adminvitrans8446,kapan nih ke kampus2...diskusi terbuka dek gibran?
@irfanbonek2648,Wapres paling tertaikkk sepanjang sejarah
@naimaherbzsnack4661,Healing di mari ahhhh ngliatin org2 yg ga takut hilang
@ALKHIRID98,Pak ini pakai ai bukan
@gajesin6984,"Dihina tidak tumbang, dipuji tidak pantas."
@agsol3529,Keren Natural banget o'on-nya
